bigCityID,bigCity,bigCountryCode,CountryName
DEAG_BYKC-K0001,BAMBERG,DE,Germany
DEAG_BYKE-K0020,ZV GRUPPENKLAERWERK KEMPTEN S. LAUBEN,DE,Germany
DEAG_BYKG-K0001,Schweinfurt,DE,Germany
DEAG_BYM-K0121,AmperVerband,DE,Germany
DEAG_BYN-K0003,FUERTH,DE,Germany
DEAG_BYRO-K0001,ROSENHEIM,DE,Germany
DEAG_HE064350140131,Hanau / Nordwest,DE,Germany
DEAG_HE065310050471,Giessen / Margaretenhutte/Sudliche Lahns,DE,Germany
DEAG_HE065340143511,Marburg / Cappel,DE,Germany
DEAG_HE066310091101,Fulda / Glaserzell,DE,Germany
DEAG_MV06.06.1 wbu1533,Wismar,DE,Germany
DEAG_MV52.74.3 wbu2539,Stavenhagen,DE,Germany
DEAG_NI252006201,Hameln,DE,Germany
DEAG_NI255023201,Holzminden,DE,Germany
DEAG_NI352011201,Cuxhaven,DE,Germany
DEAG_NI355022201,Luneburg,DE,Germany
DEAG_NI454032201,Lingen,DE,Germany
DEAG_NI456015201,Nordhorn,DE,Germany
DEAG_NW1913,Stadt Sankt Augustin,DE,Germany
DEAG_NW2516,Stadt Lunen,DE,Germany
DEAG_NW2529,Stadt Kamen,DE,Germany
DEAG_NW2782,Stadt Minden,DE,Germany
DEAG_NW2797,Stadt Herford,DE,Germany
DEAG_NW3013,Stadt Coesfeld,DE,Germany
DEAG_NW3061,Stadt Rheine,DE,Germany
DEAG_NW316,Stadt Gutersloh,DE,Germany
DEAG_NW329,Stadt Rheda-Wiedenbruck,DE,Germany
DEAG_NW35,Stadt Duren,DE,Germany
DEAG_NW905,Stadt Dinslaken,DE,Germany
DEAG_RP100601008,Kaiserslautern,DE,Germany
DEAG_RP102430091,Worms,DE,Germany
DEAG_SH56027,AZV Pinneberg,DE,Germany
DEAG_SH58044,Neumunster,DE,Germany
DEAG_ST151541000001,"Bitterfeld, Wolfen",DE,Germany
DK001,AALBORG,DK,Denmark
DK013,KOEBENHAVN,DK,Denmark
DK017,ODENSE,DK,Denmark
DK026,AARHUS,DK,Denmark
DK278,ESBJERG,DK,Denmark
DK367,FREDERICIA CENTRALRENS,DK,Denmark
DK378,HOLSTEBRO,DK,Denmark
DK400,?BY,DK,Denmark
DK429,SKAGEN,DK,Denmark
DK434,RANDERS,DK,Denmark
DK437,HERNING,DK,Denmark
DK455,HORSENS,DK,Denmark
EE002,TALLINN,EE,Estonia
EE003,TARTU,EE,Estonia
EEIV0044,Kohtla-Jarve,EE,Estonia
EL005,ATHINAI,EL,Greece
EL010,IRAKLION,EL,Greece
EL023,LARISA,EL,Greece
EL025,PATRAI,EL,Greece
EL031,THESSALONIKI,EL,Greece
EL035,VOLOS,EL,Greece
ES7241150021020,PONFERRADA,ES,Spain
ES7401940006010,SEGOVIA,ES,Spain
ES003,ALBACETE,ES,Spain
ES005,ALCALA DE HENARES,ES,Spain
ES014,ALGECIRAS,ES,Spain
ES016,ALICANTE,ES,Spain
ES019,ALMERIA,ES,Spain
ES030,BADAJOZ,ES,Spain
ES033,BARCELONA,ES,Spain
ES037,BILBAO,ES,Spain
ES039,BURGOS,ES,Spain
ES042,CADIZ,ES,Spain
ES052,CASTELLON DE LA PLANA,ES,Spain
ES059,CORDOBA,ES,Spain
ES068,DONOSTIA-SAN SEBASTIAN,ES,Spain
ES075,ELCHE,ES,Spain
ES081,FUENLABRADA,ES,Spain
ES086,GIJON,ES,Spain
ES087,GRANADA,ES,Spain
ES092,HUELVA,ES,Spain
ES099,JAEN,ES,Spain
ES100,JEREZ DE LA FRONTERA,ES,Spain
ES10030310001022,"BENIDORM, FINESTRAT, L&apos;ALFAS DEL PI, LA NUCIA",ES,Spain
ES10030660001010,"ELDA, MONOVER, PETRER, SAX",ES,Spain
ES10031330002060,TORREVIEJA,ES,Spain
ES102,LA CORUNA,ES,Spain
ES10461100001010,"ALAQUAS, ALDAIA, MANISES, MISLATA, QUART DE POBLET, VALENCIA, XIRIVELLA",ES,Spain
ES10461310002010,"RJO, BENIFLA, BENIRREDRA , DAIMUS, GANDIA, GUARDAMAR DE LA SAFOR, L&apos;ALQUERIA DE LA COMTESSA, LA FONT D&apos;EN CARROS, MIRAMAR, PALMERA, PILES, POTRIES, RAFELCOFER, REAL DE GANDIA, VILLALONGA",ES,Spain
ES10461990001010,"ALBUIXECH, EMPERADOR, LA POBLA DE FARNALS, MASSALFASSAR, MASSAMAGRELL, MUSEROS, PUZOL, PUIG, RAFELBUNYOL",ES,Spain
ES108,LAS PALMAS DE GRAN CANARIA,ES,Spain
ES110,LEON,ES,Spain
ES111,LERIDA,ES,Spain
ES114,LOGRONO,ES,Spain
ES119,MADRID,ES,Spain
ES121,MALAGA,ES,Spain
ES12150782911010,SANTIAGO,ES,Spain
ES127,MATARO,ES,Spain
ES1290670005020,PEÑON DEL CUERVO,ES,Spain
ES1290690015010,ARROYO DE LA VIBORA,ES,Spain
ES13280130002010,ARANJUEZ,ES,Spain
ES13280140001010,ARGANDA,ES,Spain
ES13280470001010,COLLADO VILLALBA,ES,Spain
ES13280960003010,NAVALCARNERO,ES,Spain
ES13281300002010,SAN FERNANDO DE HENARES,ES,Spain
ES13281480001010,TORREJÓN DE ARDOZ,ES,Spain
ES139,MURCIA,ES,Spain
ES1410700001010,ALJARAFE II,ES,Spain
ES14300160001030,CARTAGENA,ES,Spain
ES14300161912010,MAR MENOR SUR,ES,Spain
ES14300270011011,MOLINA DE SEGURA NORTE,ES,Spain
ES146,OVIEDO,ES,Spain
ES148,PALMA DE MALLORCA,ES,Spain
ES149,PAMPLONA,ES,Spain
ES169,SABADELL,ES,Spain
ES171,SALAMANCA,ES,Spain
ES181,SANTA CRUZ DE TENERIFE,ES,Spain
ES183,SANTANDER,ES,Spain
ES18510010000000,CEUTA,ES,Spain
ES188,SEVILLA,ES,Spain
ES194,TERRASA,ES,Spain
ES206,VALENCIA,ES,Spain
ES208,VALLADOLID,ES,Spain
ES211,VIGO,ES,Spain
ES220,VITORIA-GASTEIZ,ES,Spain
ES225,ZARAGOZA,ES,Spain
ES232,ALCORCON,ES,Spain
ES259,BADALONA,ES,Spain
ES306,MONTCADA,ES,Spain
ES332,GETAFE,ES,Spain
ES3330040101010,AVILES,ES,Spain
ES3330441901011,NORA-NOREA,ES,Spain
ES335,HOSPITALET DE LLOBREGAT (L&apos;),ES,Spain
ES345,LEGANES,ES,Spain
ES374,MOSTOLES,ES,Spain
ES424,SAN VICENTE DE BARAKALDO,ES,Spain
ES436,SANTA COLOMA DE GRAMENET,ES,Spain
ES5380010800010,"ADEJE-ARONA OESTE (ADEJE,ARONA)",ES,Spain
ES6390850005010,VUELTA OSTRERA,ES,Spain
ES7050190003010,AVILA,ES,Spain
ES7341200001010,PALENCIA,ES,Spain
ES8130050002010,ALCAZAR DE SAN JUAN- CAMPO DE CRIPTANA,ES,Spain
ES8130340002010,CIUDAD REAL-MIGUELTURRA,ES,Spain
ES8451650006010,TALAVERA DE LA REINA,ES,Spain
ES9080960001010,GRANOLLERS,ES,Spain
ES9081050001010,"LLAGOSTA, LA",ES,Spain
ES9081360001010,MONTORNES DEL VALLES,ES,Spain
ES9081630001040,PINEDA DE MAR,ES,Spain
ES9081690001010,PRAT DE LLOBREGAT (EL),ES,Spain
ES9081840001010,RUBI,ES,Spain
ES9082110001010,SANT FELIU DE LLOBREGAT,ES,Spain
ES9082980001010,VIC,ES,Spain
ES9083010001010,GAVA-VILADECANS,ES,Spain
ES9170790005010,GIRONA,ES,Spain
ES9431480013010,TARRAGONA,ES,Spain
FI003,HELSINKI,FI,Finland
FI019,LAHTI,FI,Finland
FI023,OULU,FI,Finland
FI034,TAMPERE,FI,Finland
FI036,TURKU,FI,Finland
FIYKR05_T001477,Pori,FI,Finland
FR009,AMIENS,FR,France
FR010,ANGERS,FR,France
FR010000159220,FACHES-THUMESNIL,FR,France
FR010000159512,ROUBAIX,FR,France
FR010000162041,ARRAS,FR,France
FR010000162160,BOULOGNE-SUR-MER,FR,France
FR010000162351,FOUQUIERES-LES-LENS,FR,France
FR011,ANGOULEME,FR,France
FR012,ANNECY,FR,France
FR020000168066,COLMAR,FR,France
FR024,AVIGNON,FR,France
FR028,BIARRITZ,FR,France
FR030000177243,LAGNY-SUR-MARNE,FR,France
FR030000177284,MEAUX,FR,France
FR030000178646,VERSAILLES,FR,France
FR030000191228,EVRY,FR,France
FR030000195127,CERGY-PONTOISE,FR,France
FR030000195585,SARCELLES,FR,France
FR033,BESANCON,FR,France
FR034,BETHUNE,FR,France
FR037,BORDEAUX,FR,France
FR040000129232,QUIMPER,FR,France
FR040000153130,LAVAL,FR,France
FR042,BREST,FR,France
FR045,CAEN,FR,France
FR047,CALAIS,FR,France
FR050000112202,RODEZ,FR,France
FR050000119031,BRIVE-LA-GAILLARDE,FR,France
FR056,CHAMBERY,FR,France
FR060000171270,MACON,FR,France
FR060000183061,FREJUS,FR,France
FR064,CLERMONT-FERRAND,FR,France
FR074,DIJON,FR,France
FR076,DOUAI,FR,France
FR079,COUDEKERQUE-BRANCHE,FR,France
FR095,CANNES-GRASSE-ANTIBES,FR,France
FR096,GRENOBLE,FR,France
FR098,HAGONDANGE,FR,France
FR100000197414,SAINT-LOUIS,FR,France
FR107,ROCHELLE,FR,France
FR112,HAVRE,FR,France
FR113,LE MANS,FR,France
FR115,LENS,FR,France
FR118,LILLE,FR,France
FR119,LIMOGES,FR,France
FR122,LORIENT,FR,France
FR124,LYON,FR,France
FR128,MARSEILLE-AIX-EN-PROVENCE,FR,France
FR130,MAUBEUGE,FR,France
FR132,MELUN,FR,France
FR134,METZ,FR,France
FR140,MONTBELIARD,FR,France
FR145,MONTPELLIER,FR,France
FR147,MULHOUSE,FR,France
FR148,NANCY,FR,France
FR149,NANTES,FR,France
FR152,NICE,FR,France
FR153,NIMES,FR,France
FR156,ORLEANS,FR,France
FR159,PARIS,FR,France
FR160,PAU,FR,France
FR162,PERPIGNAN,FR,France
FR165,POITIERS,FR,France
FR170,REIMS,FR,France
FR171,RENNES,FR,France
FR176,ROUEN,FR,France
FR181,SAINT ETIENNE,FR,France
FR184,SAINT NAZAIRE,FR,France
FR197,STRASBOURG,FR,France
FR199,THIONVILLE,FR,France
FR201,TOULON,FR,France
FR202,TOULOUSE,FR,France
FR203,TOURS,FR,France
FR205,TROYES,FR,France
FR208,VALENCE,FR,France
FR209,VALENCIENNES,FR,France
GR005,ATHINAI,GR,Greece
GR010,IRAKLION,GR,Greece
GR023,LARISA,GR,Greece
GR025,PATRAI,GR,Greece
GR031,THESSALONIKI,GR,Greece
GR035,VOLOS,GR,Greece
HRBC_0001116,Rijeka,HR,Croatia
HRBC_0001131,Split-Solin,HR,Croatia
HRBC_0004008,Zagreb,HR,Croatia
HRBC_0007012,Osijek,HR,Croatia
HU006,BUDAPEST,HU,Hungary
HU009,DEBRECEN,HU,Hungary
HU018,GYOR,HU,Hungary
HU038,MISKOLC,HU,Hungary
HU049,PECS,HU,Hungary
HU054,SZEGED,HU,Hungary
HU055,SZEKESFEHERVAR,HU,Hungary
HU062,KECSKEMET,HU,Hungary
HU064,NYIREGYHAZA,HU,Hungary
HU065,SZOMBATHELY,HU,Hungary
HU053,HODMEZOVASARHELY,HU,Hungary
IE002,CORK,IE,Ireland
IE006,DUBLIN,IE,Ireland
IE010,Dundalk,IE,Ireland
IE011,Killybegs,IE,Ireland
IS001,REYKJAVIK,IS,Iceland
IT009,CERVIA,IT,Italy
IT019,ANCONA,IT,Italy
IT035,AVERSA,IT,Italy
IT042,BARI,IT,Italy
IT048,BERGAMO,IT,Italy
IT054,BOLOGNA,IT,Italy
IT058,BRESCIA,IT,Italy
IT063,CAGLIARI,IT,Italy
IT084,CASERTA,IT,Italy
IT093,CATANIA,IT,Italy
IT123,COMO,IT,Italy
IT131,COSENZA,IT,Italy
IT152,FERRARA,IT,Italy
IT154,FIRENZE,IT,Italy
IT155,FOGGIA,IT,Italy
IT170,GALLARATE,IT,Italy
IT174,GENOVA,IT,Italy
IT200,LA SPEZIA,IT,Italy
IT213,LIVORNO,IT,Italy
IT215,LUCCA,IT,Italy
IT231,MASSA,IT,Italy
IT239,MESSINA,IT,Italy
IT240,MILANO,IT,Italy
IT246,MODENA,IT,Italy
IT267,NAPOLI,IT,Italy
IT270,FORLÌ,IT,Italy
IT293,PADOVA,IT,Italy
IT295,PALERMO,IT,Italy
IT298,PARMA,IT,Italy
IT302,PERUGIA,IT,Italy
IT304,PESCARA,IT,Italy
IT311,PISA,IT,Italy
IT312,PISTOIA,IT,Italy
IT327,PRATO,IT,Italy
IT335,REGGIO DI CALABRIA,IT,Italy
IT336,REGGIO NELL&apos;EMILIA,IT,Italy
IT342,RIMINI,IT,Italy
IT344,ROMA,IT,Italy
IT353,SALERNO,IT,Italy
IT395,SIRACUSA,IT,Italy
IT402,TARANTO,IT,Italy
IT410,TORINO,IT,Italy
IT419,TREVISO,IT,Italy
IT421,TRIESTE,IT,Italy
IT423,UDINE,IT,Italy
IT426,VARESE,IT,Italy
IT434,VERONA,IT,Italy
IT437,VICENZA,IT,Italy
IT737,MESTRE,IT,Italy
IT789,COMACCHIO,IT,Italy
IT945,RAVENNA,IT,Italy
IT946,PIACENZA,IT,Italy
LT002,KAUNAS,LT,Lithuania
LT003,KLAIPEDA,LT,Lithuania
LT004,PANEVEZYS,LT,Lithuania
LT005,SIAULIAI,LT,Lithuania
LT006,VILNIUS,LT,Lithuania
LU002,LUXEMBOURG,LU,Luxembourg
LV001,DAUGAVPILS,LV,Latvia
LV003,LIEPAJA,LV,Latvia
LV004,RIGA,LV,Latvia
MT001,VALLETTA,MT,Malta
NLBG01033,GRONINGEN,NL,Netherlands
NLBG05013,ENSCHEDE,NL,Netherlands
NLBG05017,HENGELO,NL,Netherlands
NLBG07020,ARNHEM,NL,Netherlands
NLBG08011,HARDERWIJK,NL,Netherlands
NLBG09024,NIJMEGEN,NL,Netherlands
NLBG10009,UTRECHT,NL,Netherlands
NLBG10027,AMERSFOORT,NL,Netherlands
NLBG12004,BEVERWIJK,NL,Netherlands
NLBG15005,&apos;S-GRAVENHAGE,NL,Netherlands
NLBG17061,ROTTERDAM,NL,Netherlands
NLBG25017,BREDA,NL,Netherlands
NLBG25021,BERGEN OP ZOOM,NL,Netherlands
NLBG27003,EINDHOVEN,NL,Netherlands
NLBG27008,&apos;S HERTOGENBOSCH,NL,Netherlands
NLBG28003,HELMOND,NL,Netherlands
NLBG28005,VEGHEL,NL,Netherlands
NLBG29002,OSS,NL,Netherlands
NLBG30015,HEERLEN,NL,Netherlands
NLBG30017,VENLO,NL,Netherlands
NLBG31003,AMSTERDAM,NL,Netherlands
NLBG32001,TILBURG,NL,Netherlands
NO003,BERGEN,NO,Norway
NO017,OSLO,NO,Norway
NO025,STAVANGER,NO,Norway
NO029,TRONDHEIM,NO,Norway
NO051,FREDRIKSTAD/SARPSBORG,NO,Norway
NO052,HAMAR,NO,Norway
NO053,DRAMMEN,NO,Norway
NO054,TØNSBERG,NO,Norway
NO055,KRISTIANSAND 1,NO,Norway
NO056,VARHAUG,NO,Norway
PL008,BIALYSTOK,PL,Poland
PL010,BIELSKO-BIALA,PL,Poland
PL017,BYDGOSZCZ,PL,Poland
PL018,BYTOM,PL,Poland
PL023,CHORZOW,PL,Poland
PL027,CZESTOCHOWA,PL,Poland
PL028,DABROWA GORNICZA,PL,Poland
PL032,ELBLAG,PL,Poland
PL034,GDANSK,PL,Poland
PL035,GDYNIA,PL,Poland
PL037,GLIWICE,PL,Poland
PL042,GORZOWWIELKOPOLSKI,PL,Poland
PL047,GRUDZIADZ,PL,Poland
PL059,KALISZ,PL,Poland
PL061,KATOWICE,PL,Poland
PL064,KIELCE,PL,Poland
PL073,KOSZALIN,PL,Poland
PL074,KRAKOW,PL,Poland
PL084,LEGNICA,PL,Poland
PL086,LODZ,PL,Poland
PL093,LUBLIN,PL,Poland
PL113,OLSZTYN,PL,Poland
PL115,OPOLE,PL,Poland
PL128,PLOCK,PL,Poland
PL130,POZNAN,PL,Poland
PL138,RADOM,PL,Poland
PL141,RYBNIK,PL,Poland
PL142,RZESZOW,PL,Poland
PL150,SLUPSK,PL,Poland
PL153,SOSNOWIEC,PL,Poland
PL167,SZCZECIN,PL,Poland
PL171,TARNOW,PL,Poland
PL176,TORUN,PL,Poland
PL179,TYCHY,PL,Poland
PL181,WALBRZYCH,PL,Poland
PL183,WARSZAWA,PL,Poland
PL186,WLOCLAWEK,PL,Poland
PL189,WROCLAW,PL,Poland
PL192,ZABRZE,PL,Poland
PL201,ZIELONA GORA,PL,Poland
PL206,RUDA SLASKA,PL,Poland
PL207,JASTRZEBIE-ZDROJ,PL,Poland
PT004,AMADORA,PT,Portugal
PT018,LISBOA,PT,Portugal
PT022,PORTO,PT,Portugal
PTAGL016,Barreiro/Moita,PT,Portugal
PTAGL048,Coimbra,PT,Portugal
PTAGL049,Costa de Aveiro,PT,Portugal
PTAGL060,Alcanena,PT,Portugal
PTAGL070,Costa do Estoril,PT,Portugal
PTAGL085,Setubal,PT,Portugal
PTAGL105,Matosinhos,PT,Portugal
PTAGL116,Santo Tirso,PT,Portugal
PTAGL117,Gaia/Litoral,PT,Portugal
PTAGL131,Loures/Frielas,PT,Portugal
PTAGL306,Famalicao/Sto Tirso/Trofa,PT,Portugal
PTAGL065,Alverca,PT,Portugal
PTAGL097,Braga,PT,Portugal
PTAGL103,Guimaraes,PT,Portugal
PTAGL508,Ria Formosa Central,PT,Portugal
RO005,ARAD,RO,Romania
RO006,BACAU,RO,Romania
RO007,BAIA MARE,RO,Romania
RO016,BOTOSANI,RO,Romania
RO018,BRAILA,RO,Romania
RO019,BRASOV,RO,Romania
RO020,BUCURESTI,RO,Romania
RO022,BUZAU,RO,Romania
RO033,CLUJ-NAPOCA,RO,Romania
RO036,CONSTANTA,RO,Romania
RO038,CRAIOVA,RO,Romania
RO049,GALATI,RO,Romania
RO056,IASI,RO,Romania
RO070,ORADEA,RO,Romania
RO075,PIATRA NEAMT,RO,Romania
RO076,PITESTI,RO,Romania
RO077,PLOIESTI,RO,Romania
RO082,RIMNICU VILCEA,RO,Romania
RO087,SATU MARE,RO,Romania
RO090,SIBIU,RO,Romania
RO094,SUCEAVA,RO,Romania
RO096,TIMISOARA,RO,Romania
RO100,TIRGU MURES,RO,Romania
RO112,DROBETA-TURNU SEVERIN,RO,Romania
SE008,GOETEBORG,SE,Sweden
SE026,MALMOE,SE,Sweden
SE036,STOCKHOLM,SE,Sweden
SE044,UPPSALA,SE,Sweden
SE054,VAESTERAAS,SE,Sweden
SE_AGGLO_1004,HELSINGBORG,SE,Sweden
SE_AGGLO_1005,LINKOEPING,SE,Sweden
SI009,LJUBLJANA,SI,Slovenia
SI010,MARIBOR,SI,Slovenia
SK002,NITRA,SK,Slovakia
SK004,BRATISLAVA,SK,Slovakia
SK006,LIPTOVSKY MIKULAS,SK,Slovakia
SK008,RUZOMBEROK,SK,Slovakia
SK010,ZILINA,SK,Slovakia
SK012,KOSICE,SK,Slovakia
UK002,ABERDEEN,UK,United Kingdom
UK008,ALDERSHOT,UK,United Kingdom
UK026,BASILDON,UK,United Kingdom
UK031,BELFAST,UK,United Kingdom
UK034,BIRKENHEAD,UK,United Kingdom
UK038,BLACKBURN/DARWEN,UK,United Kingdom
UK039,BLACKPOOL,UK,United Kingdom
UK044,BOURNEMOUTH,UK,United Kingdom
UK050,BRIDGEND,UK,United Kingdom
UK051,BRIGHTON/WORTHING/LITTLEHAMPTON,UK,United Kingdom
UK052,BRISTOL,UK,United Kingdom
UK055,BURNLEY/NELSON,UK,United Kingdom
UK062,CAMBRIDGE,UK,United Kingdom
UK066,CARDIFF,UK,United Kingdom
UK070,CHELTENHAM/CHARLTON KINGS,UK,United Kingdom
UK073,CHESTERFIELD/STAVELEY,UK,United Kingdom
UK087,COVENTRY/BEDWORTH,UK,United Kingdom
UK089,CRAWLEY,UK,United Kingdom
UK095,DEARNE VALLEY,UK,United Kingdom
UK097,DERBY,UK,United Kingdom
UK098,DONCASTER,UK,United Kingdom
UK103,DUNDEE,UK,United Kingdom
UK110,EDINBURGH,UK,United Kingdom
UK122,GLASGOW,UK,United Kingdom
UK125,GLOUCESTER,UK,United Kingdom
UK132,LONDON,UK,United Kingdom
UK133,GREATER MANCHESTER,UK,United Kingdom
UK135,GRIMSBY/CLEETHORPES,UK,United Kingdom
UK143,HASTINGS/BEXHILL,UK,United Kingdom
UK149,HIGH WYCOMBE,UK,United Kingdom
UK159,IPSWICH,UK,United Kingdom
UK168,KINGSTON-UPON-HULL,UK,United Kingdom
UK173,LEICESTER,UK,United Kingdom
UK178,LIVERPOOL,UK,United Kingdom
UK184,LUTON/DUNSTABLE,UK,United Kingdom
UK190,MANSFIELD,UK,United Kingdom
UK193,MILTON KEYNES,UK,United Kingdom
UK200,NEWPORT,UK,United Kingdom
UK204,NORTHAMPTON,UK,United Kingdom
UK207,NORWICH,UK,United Kingdom
UK208,NOTTINGHAM,UK,United Kingdom
UK211,OXFORD,UK,United Kingdom
