uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark,ReportNetEnvelopeFileId
1,IE,IETP_D0049,Ballincollig,,,,,,,,, , ,60306
1,IE,IETP_D0050,Galway,,,,,,,,, , ,60306
1,IE,IETP_D0051,Clonakilty and Environs,,,,,,,,, , ,60306
1,IE,IETP_D0052,Mallow,,,,,,,,, , ,60306
1,IE,IETP_D0053,Dundalk,,,,,,,,, , ,60306
1,IE,IETP_D0054,Cobh,,,,,,,,, , ,60306
1,IE,IETP_D0055,Westport,,,,,,,,, , ,60306
1,IE,IETP_D0056,Midleton,,,,,,,,, , ,60306
1,IE,IETP_D0057,Ringaskiddy,,,,,,,,, , ,60306
1,IE,IETP_D0058,Fermoy,,,,,,,,, , ,60306
1,IE,IETP_D0059,Navan,,,,,,,,, , ,60306
1,IE,IETP_D0060,Longford,,,,,,,,, , ,60306
1,IE,IETP_D0061,Monaghan,,,,,,,,, , ,60306
1,IE,IETP_D0062,Carrickmacross,,,,,,,,, , ,60306
1,IE,IETP_D0063,Blessington,,,,,,,,, , ,60306
1,IE,IETP_D0068,Swinford,,,,,,,,, , ,60306
1,IE,IETP_D0069,Ballyhaunis,,,,,,,,, , ,60306
1,IE,IETP_D0070,Ballinrobe,,,,,,,,, , ,60306
1,IE,IETP_D0071,Claremorris,,,,,,,,, , ,60306
1,IE,IETP_D0075,Kilrush,,,,,,,,, , ,60306
1,IE,IETP_D0076,Sixmilebridge,,,,,,,,, , ,60306
1,IE,IETP_D0078,Kilkee,,,,,,,,, , ,60306
1,IE,IETP_D0080,Lahinch,,,,,,,,, , ,60306
1,IE,IETP_D0082,Cootehill,,,,,,,,, , ,60306
1,IE,IETP_D0083,Kingscourt,,,,,,,,, , ,60306
1,IE,IETP_D0096,Ballymahon,,,,,,,,, , ,60306
1,IE,IETP_D0085,Bailieborough,,,,,,,,, , ,60306
1,IE,IETP_D0086,Rathdrum,,,,,,,,, , ,60306
1,IE,IETP_D0087,Kilcoole,,,,,,,,, , ,60306
1,IE,IETP_D0088,Enniskerry and Environs,,,,,,,,, , ,60306
1,IE,IETP_D0089,Baltinglass,,,,,,,,, , ,60306
1,IE,IETP_D0090,Muinebheag and Leighlinbridge,,,,,,,,, , ,60306
1,IE,IETP_D0091,Tullow,,,,,,,,, , ,60306
1,IE,IETP_D0097,Moate,,,,,,,,, , ,60306
1,IE,IETP_D0098,Edgeworthstown,,,,,,,,, , ,60306
1,IE,IETP_D0101,Rochfortbridge,,,,,,,,, , ,60306
1,IE,IETP_D0102,Enniscrone,,,,,,,,, , ,60306
1,IE,IETP_D0104,Kinnegad,,,,,,,,, , ,60306
1,IE,IETP_D0106,Kilmallock,,,,,,,,, , ,60306
1,IE,IETP_D0107,Strandhill,,,,,,,,, , ,60306
1,IE,IETP_D0109,Birr,,,,,,,,, , ,60306
1,IE,IETP_D0110,Edenderry,,,,,,,,, , ,60306
1,IE,IETP_D0111,Dunleer,,,,,,,,, , ,60306
1,IE,IETP_D0112,Rathkeale,,,,,,,,, , ,60306
1,IE,IETP_D0113,Carndonagh/Malin,,,,,,,,, , ,60306
1,IE,IETP_D0114,"Portrane, Donabate, Rush, Lusk",,,,,,,,, , ,60306
1,IE,IETP_D0115,Abbeyfeale,,,,,,,,, , ,60306
1,IE,IETP_D0132,Kinsale,,,,,,,,, , ,60306
1,IE,IETP_D0116,Roscommon,,,,,,,,, , ,60306
1,IE,IETP_D0117,Ardee,,,,,,,,, , ,60306
1,IE,IETP_D0118,Castlerea,,,,,,,,, , ,60306
1,IE,IETP_D0120,Ballybofey/Stranorlar,,,,,,,,, , ,60306
1,IE,IETP_D0121,Boyle,,,,,,,,, , ,60306
1,IE,IETP_D0123,Ballaghaderreen,,,,,,,,, , ,60306
1,IE,IETP_D0124,Athboy,,,,,,,,, , ,60306
1,IE,IETP_D0125,Buncrana,,,,,,,,, , ,60306
1,IE,IETP_D0126,Macroom,,,,,,,,, , ,60306
1,IE,IETP_D0127,Kells,,,,,,,,, , ,60306
1,IE,IETP_D0128,Ballyshannon,,,,,,,,, , ,60306
0,IE,IETP_D0129,Passage/Monkstown,,,,,,,,, , ,60306
1,IE,IETP_D0130,Bundoran,,,,,,,,, , ,60306
1,IE,IETP_D0131,Enfield,,,,,,,,, , ,60306
1,IE,IETP_D0133,Duleek,,,,,,,,, , ,60306
1,IE,IETP_D0135,Donegal Town,,,,,,,,, , ,60306
1,IE,IETP_D0136,Bandon,,,,,,,,, , ,60306
1,IE,IETP_D0137,Trim,,,,,,,,, , ,60306
1,IE,IETP_D0138,Dunshaughlin,,,,,,,,, , ,60306
1,IE,IETP_D0139,Youghal,,,,,,,,, , ,60306
1,IE,IETP_D0141,Banagher,,,,,,,,, , ,60306
1,IE,IETP_D0142,Clara,,,,,,,,, , ,60306
1,IE,IETP_D0146,Tipperary Town,,,,,,,,, , ,60306
1,IE,IETP_D0148,Carrick-on-Suir,,,,,,,,, , ,60306
1,IE,IETP_D0149,Castlecomer,,,,,,,,, , ,60306
1,IE,IETP_D0150,Manorhamilton,,,,,,,,, , ,60306
1,IE,IETP_D0151,Thomastown,,,,,,,,, , ,60306
1,IE,IETP_D0152,Mountmellick,,,,,,,,, , ,60306
1,IE,IETP_D0153,Mountrath,,,,,,,,, , ,60306
1,IE,IETP_D0154,Carrick on Shannon,,,,,,,,, , ,60306
1,IE,IETP_D0155,Graignamanagh,,,,,,,,, , ,60306
1,IE,IETP_D0156,Abbeyleix,,,,,,,,, , ,60306
1,IE,IETP_D0158,Portarlington,,,,,,,,, , ,60306
1,IE,IETP_D0159,Callan,,,,,,,,, , ,60306
1,IE,IETP_D0160,Dunmanway,,,,,,,,, , ,60306
1,IE,IETP_D0163,Bunclody,,,,,,,,, , ,60306
1,IE,IETP_D0164,Fethard,,,,,,,,, , ,60306
1,IE,IETP_D0165,Rosslare Harbour,,,,,,,,, , ,60306
1,IE,IETP_D0166,Skibbereen,,,,,,,,, , ,60306
1,IE,IETP_D0167,Cahir,,,,,,,,, , ,60306
1,IE,IETP_D0168,Bantry,,,,,,,,, , ,60306
1,IE,IETP_D0170,Dunmore East,,,,,,,,, , ,60306
1,IE,IETP_D0171,Cashel,,,,,,,,, , ,60306
1,IE,IETP_D0172,Rosscarbery/Owenahincha,,,,,,,,, , ,60306
1,IE,IETP_D0173,Rosslare Strand,,,,,,,,, , ,60306
1,IE,IETP_D0175,Rathangan,,,,,,,,, , ,60306
1,IE,IETP_D0176,Lismore,,,,,,,,, , ,60306
1,IE,IETP_D0177,Monasterevin,,,,,,,,, , ,60306
1,IE,IETP_D0178,Kildare Town,,,,,,,,, , ,60306
1,IE,IETP_D0179,Listowel,,,,,,,,, , ,60306
1,IE,IETP_D0180,Castleisland,,,,,,,,, , ,60306
1,IE,IETP_D0181,Cahersiveen,,,,,,,,, , ,60306
1,IE,IETP_D0182,Killorglin,,,,,,,,, , ,60306
1,IE,IETP_D0183,Ballybunion,,,,,,,,, , ,60306
1,IE,IETP_D0184,Kenmare,,,,,,,,, , ,60306
1,IE,IETP_D0185,Dingle,,,,,,,,, , ,60306
1,IE,IETP_D0186,Ballyheigue,,,,,,,,, , ,60306
1,IE,IETP_D0188,Blackrock,,,,,,,,, , ,60306
1,IE,IETP_D0189,Ballina,,,,,,,,, , ,60306
1,IE,IETP_D0190,Templemore,,,,,,,,, , ,60306
1,IE,IETP_D0191,Moycullen,,,,,,,,, , ,60306
1,IE,IETP_D0193,Athenry,,,,,,,,, , ,60306
1,IE,IETP_D0194,Loughrea,,,,,,,,, , ,60306
1,IE,IETP_D0195,Gort,,,,,,,,, , ,60306
1,IE,IETP_D0196,Portumna,,,,,,,,, , ,60306
1,IE,IETP_D0198,Clifden,,,,,,,,, , ,60306
1,IE,IETP_D0199,Clareabbey,,,,,,,,, , ,60306
1,IE,IETP_D0200,Rathcormac,,,,,,,,, , ,60306
1,IE,IETP_D0202,Mitchelstown,,,,,,,,, , ,60306
1,IE,IETP_D0203,Kanturk,,,,,,,,, , ,60306
1,IE,IETP_D0204,Charleville and Environs,,,,,,,,, , ,60306
1,IE,IETP_D0205,Castleblayney,,,,,,,,, , ,60306
1,IE,IETP_D0206,Clones,,,,,,,,, , ,60306
1,IE,IETP_D0207,Ballybay,,,,,,,,, , ,60306
1,IE,IETP_D0208,Dungloe,,,,,,,,, , ,60306
1,IE,IETP_D0211,Dunfanaghy-Portnablagh,,,,,,,,, , ,60306
1,IE,IETP_D0212,Moville,,,,,,,,, , ,60306
1,IE,IETP_D0213,Foxford,,,,,,,,, , ,60306
1,IE,IETP_D0222,Aughrim,,,,,,,,, , ,60306
1,IE,IETP_D0229,Ballyleague,,,,,,,,, , ,60306
1,IE,IETP_D0232,Kilmore Quay,,,,,,,,, , ,60306
1,IE,IETP_D0250,Longwood,,,,,,,,, , ,60306
1,IE,IETP_D0254,Ballivor,,,,,,,,, , ,60306
1,IE,IETP_D0255,Virginia,,,,,,,,, , ,60306
1,IE,IETP_D0256,Ballyjamesduff,,,,,,,,, , ,60306
1,IE,IETP_D0262,Stamullen,,,,,,,,, , ,60306
1,IE,IETP_D0265,Clogherhead,,,,,,,,, , ,60306
1,IE,IETP_D0268,Carlingford,,,,,,,,, , ,60306
1,IE,IETP_D0274,Portlaw,,,,,,,,, , ,60306
1,IE,IETP_D0294,Courtmacsherry,,,,,,,,, , ,60306
0,IE,IETP_D0297,Castletownbere,,,,,,,,, , ,60306
1,IE,IETP_D0298,Cloyne,,,,,,,,, , ,60306
1,IE,IETP_D0312,Adare,,,,,,,,, , ,60306
1,IE,IETP_D0325,Newport,,,,,,,,, , ,60306
1,IE,IETP_D0332,Millstreet,,,,,,,,, , ,60306
1,IE,IETP_D0350,Downings,,,,,,,,, , ,60306
1,IE,IETP_D0423,Whitegate-Aghada,,,,,,,,, , ,60306
0,IE,IETP_D0436,Ringaskiddy Village,,,,,,,,, , ,60306
1,IE,IETP_D0543,Claregalway,,,,,,,,, , ,60306
1,LU,LU_STEP_111_B001,Beaufort,104,194,21,2,3,13,7,1, , ,60304
1,LU,LU_STEP_1_B001,Beggen,3757,7154,604,70,96,481,121,11, , ,60304
1,LU,LU_STEP_301_B001,Bettembourg,1462,2702,273,30,24,125,70,6, , ,60304
1,LU,LU_STEP_122_B002,Betzdorf,249,435,23,3,3,15,2,1, , ,60304
1,LU,LU_STEP_122_B001,Biwer/Wecker,54,106,12,1,1,9,6,1, , ,60304
1,LU,LU_STEP_702_B001,Bleesbruck,1183,2267,177,25,16,99,39,3, , ,60304
1,LU,LU_STEP_603_B001,Clervaux,100,162,11,1,3,15,7,1, , ,60304
1,LU,LU_STEP_115_B001,Echternach,370,663,50,8,5,26,3,1, , ,60304
1,LU,LU_STEP_131_B002,Emerange,138,378,38,5,4,17,7,2, , ,60304
1,LU,LU_STEP_903_B001,Erpeldange/Wiltz,5,8,1,0,1,2,1,0, , ,60304
1,LU,LU_STEP_314_B001,Esch/Schifflange,1733,3956,406,40,16,157,40,5, , ,60304
1,LU,LU_STEP_708_B002,Feulen,75,139,9,1,2,6,1,0, , ,60304
1,LU,LU_STEP_124_B001,Grevenmacher,225,397,30,4,3,18,5,1, , ,60304
1,LU,LU_STEP_403_B001,Hesperange,482,906,60,8,8,41,16,1, , ,60304
1,LU,LU_STEP_205_B001,Hobscheid,127,258,25,3,3,13,13,2, , ,60304
1,LU,LU_STEP_125_B005,Junglinster,136,263,29,3,2,11,4,1, , ,60304
1,LU,LU_STEP_206_B001,Kehlen,65,131,15,1,5,13,5,0, , ,60304
1,LU,LU_STEP_208_B001,Kopstal,91,174,19,2,1,7,1,0, , ,60304
1,LU,LU_STEP_209_B001,Mamer,330,608,56,6,5,28,13,0, , ,60304
1,LU,LU_STEP_710_B001,Medernach,114,190,14,1,4,14,9,1, , ,60304
1,LU,LU_STEP_509_B001,Mersch,954,1867,162,19,13,61,36,2, , ,60304
1,LU,LU_STEP_711_B001,Mertzig,33,54,5,1,5,13,3,0, , ,60304
1,LU,LU_STEP_309_B001,Petange,1454,2864,290,31,28,153,71,7, , ,60304
1,LU,LU_STEP_310_B001,Reckange/Mess,73,156,18,2,3,15,8,1, , ,60304
1,LU,LU_STEP_809_B001,Redange/Attert,65,137,11,1,1,5,7,0, , ,60304
1,LU,LU_STEP_136_B001,Perl-Besch,,,,,,,,, , ,60304
1,LU,LU_STEP_806_B003,Rombach/Martelange,83,162,10,2,5,16,5,0, , ,60304
1,LU,LU_STEP_211_B001,Steinfort,75,136,12,1,1,7,7,1, , ,60304
1,LU,LU_STEP_609_B002,Troisvierges,124,211,14,2,4,14,9,1, , ,60304
1,LU,LU_STEP_406_B001,Uebersyren,597,1168,108,13,12,66,21,2, , ,60304
1,LU,LU_STEP_103_B001,Vianden,100,210,10,2,2,10,7,1, , ,60304
1,LU,LU_STEP_911_B001,Wiltz,268,468,25,4,4,19,7,1, , ,60304
1,DE,DETP_SH1000,Flensburg,,,569,96,,,85,2, , ,60308
1,DE,DETP_SH3000,ZKW Hansestadt Lübeck,,,1362,181,,,180,2, , ,60308
1,DE,DETP_SH3000b,Lübeck-Priwall,,,59,10,,,8,0, , ,60308
1,DE,DETP_SH51001,Albersdorf,,,17,3,,,1,0, , ,60308
1,DE,DETP_SH51011,Brunsbüttel,,,66,6,,,7,0, , ,60308
1,DE,DETP_SH51013,Büsum,,,57,9,,,4,0, , ,60308
1,DE,DETP_SH51016,Burg,,,26,3,,,2,0, , ,60308
1,DE,DETP_SH51034,Friedrichskoog,,,9,1,,,2,0, , ,60308
1,DE,DETP_SH51048,Hemmingstedt,,,14,2,,,1,0, , ,60308
1,DE,DETP_SH51049,Hennstedt,,,13,2,,,1,0, , ,60308
1,DE,DETP_SH51065,Lunden/Lehe,,,15,2,,,1,1, , ,60308
1,DE,DETP_SH51069,Heide,,,161,25,,,12,0, , ,60308
1,DE,DETP_SH51072,Marne,,,341,56,,,4,0, , ,60308
1,DE,DETP_SH51097,St.Michaelisdonn,,,23,4,,,1,0, , ,60308
1,DE,DETP_SH51098,Sarzbüttel,,,14,2,,,3,1, , ,60308
1,DE,DETP_SH51114,Tellingstedt,,,11,2,,,6,0, , ,60308
1,DE,DETP_SH51122,Weddingstedt,,,16,3,,,4,1, , ,60308
1,DE,DETP_SH51127,Wesselburen,,,15,3,,,11,2, , ,60308
1,DE,DETP_SH51135,Meldorf,,,129,21,,,5,0, , ,60308
1,DE,DETP_SH53009,Berkenthin,,,17,2,,,1,0, , ,60308
1,DE,DETP_SH53020,Büchen,,,47,7,,,3,0, , ,60308
1,DE,DETP_SH53026,Einhaus,,,26,3,,,2,0, , ,60308
1,DE,DETP_SH53032,Geesthacht,,,171,20,,,14,0, , ,60308
1,DE,DETP_SH53046,Gudow-Krähenberg,,,10,2,,,1,0, , ,60308
1,DE,DETP_SH53067,Krummesse,,,16,2,,,1,0, , ,60308
1,DE,DETP_SH53083,Lauenburg,,,93,15,,,9,0, , ,60308
1,DE,DETP_SH53090,Mölln,,,180,29,,,11,0, , ,60308
1,DE,DETP_SH53100,Ratzeburg,,,84,10,,,7,0, , ,60308
1,DE,DETP_SH53107,Salem,,,2,0,,,1,0, , ,60308
1,DE,DETP_SH53108,Sandesneben,,,10,2,,,1,0, , ,60308
1,DE,DETP_SH53116,Schwarzenbek,,,86,12,,,9,0, , ,60308
1,DE,DETP_SH54019,Bredstedt,,,49,8,,,3,0, , ,60308
1,DE,DETP_SH54023,Friedrichstadt,,,23,5,,,3,0, , ,60308
1,DE,DETP_SH54075,Langenhorn,,,19,3,,,1,0, , ,60308
1,DE,DETP_SH54076,Leck,,,50,8,,,4,0, , ,60308
1,DE,DETP_SH54085,Nebel,,,25,4,,,1,0, , ,60308
1,DE,DETP_SH54088,Niebüll,,,46,8,,,6,0, , ,60308
1,DE,DETP_SH54109a,Risum-Lindholm Nord,,,9,1,,,0,0, , ,60308
1,DE,DETP_SH54113,St. Peter-Ording,,,41,7,,,9,0, , ,60308
0,DE,DETP_SH54119,Schwabstedt,,,5,1,,,1,0, , ,60308
1,DE,DETP_SH54131,Süderlügum,,,9,1,,,0,0, , ,60308
1,DE,DETP_SH54132,Husum,,,237,34,,,6,1, , ,60308
1,DE,DETP_SH54138,Tönning,,,34,6,,,3,0, , ,60308
1,DE,DETP_SH54143,Utersum,,,10,2,,,1,0, , ,60308
1,DE,DETP_SH54144,Viöl,,,13,2,,,4,0, , ,60308
1,DE,DETP_SH54149,Wenningstedt,,,15,3,,,2,0, , ,60308
1,DE,DETP_SH54151,Westerland,,,321,53,,,16,1, , ,60308
1,DE,DETP_SH54164,Wyk,,,44,7,,,4,0, , ,60308
1,DE,DETP_SH55001,Ahrensbök,,,23,4,,,2,0, , ,60308
1,DE,DETP_SH55008,Burg,,,83,7,,,7,0, , ,60308
1,DE,DETP_SH55012,Eutin,,,80,13,,,5,0, , ,60308
1,DE,DETP_SH55016,Cismar,,,128,21,,,24,0, , ,60308
1,DE,DETP_SH55017,Lütjenbrode "Nord",,,162,18,,,17,0, , ,60308
1,DE,DETP_SH55028,Malente,,,68,9,,,4,0, , ,60308
1,DE,DETP_SH55032,Neustadt,,,125,15,,,6,0, , ,60308
1,DE,DETP_SH55035,Zentralklärwerk Süd Sereetz,,,196,36,,,17,1, , ,60308
1,DE,DETP_SH55042,Timmendorfer Strand,,,74,10,,,6,0, , ,60308
1,DE,DETP_SH55045,Orth,,,63,6,,,2,0, , ,60308
1,DE,DETP_SH56025,Helgoland,,,11,1,,,6,0, , ,60308
1,DE,DETP_SH56027,Hetlingen,,,3569,349,,,180,6, , ,60308
1,DE,DETP_SH57048,Lütjenburg,,,90,15,,,6,0, , ,60308
1,DE,DETP_SH57057,Plön,,,113,14,,,6,0, , ,60308
1,DE,DETP_SH57062,Preetz,,,136,17,,,11,0, , ,60308
1,DE,DETP_SH57063,Probsteierhagen,,,15,2,,,7,0, , ,60308
1,DE,DETP_SH57073,Schönberg,,,60,5,,,8,0, , ,60308
1,DE,DETP_SH57085,Wankendorf,,,31,4,,,1,0, , ,60308
1,DE,DETP_SH58009,Aukrug-Bünzen,,,14,2,,,1,0, , ,60308
1,DE,DETP_SH58022,Bordesholm,,,98,16,,,2,0, , ,60308
1,DE,DETP_SH58040,Ostseebad Damp,,,54,9,,,4,0, , ,60308
1,DE,DETP_SH58040a,Damp/Revkuhl,,,12,2,,,1,0, , ,60308
1,DE,DETP_SH58043,Eckernförde,,,116,19,,,27,0, , ,60308
1,DE,DETP_SH58044,Neumünster,,,611,100,,,24,1, , ,60308
1,DE,DETP_SH58046,Nortorf-Land (Ellerdorf),,,16,2,,,1,0, , ,60308
1,DE,DETP_SH58053,Flintbek,,,47,8,,,4,0, , ,60308
1,DE,DETP_SH58058,Gettorf,,,61,10,,,2,0, , ,60308
1,DE,DETP_SH58066,Groß Wittensee,,,9,2,,,1,0, , ,60308
1,DE,DETP_SH58070,Hamdorf,,,11,2,,,1,0, , ,60308
1,DE,DETP_SH58072,Hanerau-Hademarschen,,,16,3,,,3,0, , ,60308
1,DE,DETP_SH58077,Hohenwestedt,,,30,5,,,2,0, , ,60308
1,DE,DETP_SH58080,Holtsee,,,62,10,,,1,0, , ,60308
1,DE,DETP_SH58090,Kosel,,,10,2,,,0,0, , ,60308
1,DE,DETP_SH58097,Lohe-Föhrden,,,16,3,,,1,0, , ,60308
1,DE,DETP_SH58117,Nortorf,,,89,15,,,3,1, , ,60308
0,DE,DETP_SH58123,Osterby,,,4,1,,,1,0, , ,60308
1,DE,DETP_SH58127,Owschlag,,,18,3,,,1,0, , ,60308
1,DE,DETP_SH58130,Quarnbek/Strohbrück,,,39,6,,,1,0, , ,60308
1,DE,DETP_SH58135,Rendsburg,,,338,55,,,35,0, , ,60308
1,DE,DETP_SH58137,Rieseby,,,10,2,,,1,0, , ,60308
1,DE,DETP_SH58140,Schacht-Audorf,,,18,3,,,1,0, , ,60308
1,DE,DETP_SH58157,Kiel-Bülk,,,1462,239,,,163,2, , ,60308
