rptMStateKey,aucUwwCode,aucUwwName,aggID,aucAggCode,aucAggName,aucPercEnteringUWWTP,aucMethodPercEnteringUWWTP,aucPercC2T,ReportNetEnvelopeFileId
DE,DETP_BB13,,,DEAG_BB13,,82.54,C,15.6,60308
DE,DETP_BB137,,,DEAG_BB137,,86.07,C,12.29,60308
DE,DETP_BB146,,,DEAG_BB146,,90.98,C,4.18,60308
DE,DETP_BB147,,,DEAG_BB147,,75.25,C,22.35,60308
DE,DETP_BB149,,,DEAG_BB149,,47.27,C,7.55,60308
DE,DETP_BB154,,,DEAG_BB154,,74.65,C,23.19,60308
DE,DETP_BB157,,,DEAG_BB157,,93.73,C,6.19,60308
DE,DETP_BB159,,,DEAG_BB159,,98.61,C,0.89,60308
DE,DETP_BB160,,,DEAG_BB160,,78.78,C,5.66,60308
DE,DETP_BB232,,,DEAG_BB232,,73.07,C,24.84,60308
DE,DETP_BB235,,,DEAG_BB235,,53.93,C,17.22,60308
DE,DETP_BB238,,,DEAG_BB238,,81.3,C,2.6,60308
DE,DETP_BB239,,,DEAG_BB239,,98.2,C,1.61,60308
DE,DETP_BB24,,,DEAG_BB24,,86.69,C,7.52,60308
DE,DETP_BB243,,,DEAG_BB243,,89.79,C,8.42,60308
DE,DETP_BB244,,,DEAG_BB244,,70.29,C,20.26,60308
DE,DETP_BB25,,,DEAG_BB25,,89.62,C,9.16,60308
DE,DETP_BB250,,,DEAG_BB250,,78.61,C,18.78,60308
DE,DETP_BB252,,,DEAG_BB252,,88.97,C,10.81,60308
DE,DETP_BB254,,,DEAG_BB254,,56.6,C,27.62,60308
DE,DETP_BB255,,,DEAG_BB255,,86.1,C,7.71,60308
DE,DETP_BB256,,,DEAG_BB256,,82.07,C,17.75,60308
DE,DETP_BB257,,,DEAG_BB257,,91.29,C,1.42,60308
DE,DETP_BB259,,,DEAG_BB259,,56.66,C,8.96,60308
DE,DETP_BB261,,,DEAG_BB261,,53.49,C,42.72,60308
DE,DETP_BB266,,,DEAG_BB266,,98.46,C,1.48,60308
DE,DETP_BE03,,,DEAG_BB268,,93.4,C,5.81,60308
DE,DETP_BB27,,,DEAG_BB27,,70.56,C,11.39,60308
DE,DETP_BB272,,,DEAG_BB272,,80.02,C,18.76,60308
DE,DETP_BB273,,,DEAG_BB273,,91.57,C,8.16,60308
DE,DETP_BB276,,,DEAG_BB276,,61.94,C,33.52,60308
DE,DETP_BB279,,,DEAG_BB279,,89.33,C,1.83,60308
DE,DETP_BB280,,,DEAG_BB280,,97.45,C,0.94,60308
DE,DETP_BB282,,,DEAG_BB282,,70.4,C,24.16,60308
DE,DETP_BB286,,,DEAG_BB286,,78.97,C,19.98,60308
DE,DETP_BB29,,,DEAG_BB29,,84.4,C,4.43,60308
DE,DETP_BB292,,,DEAG_BB292,,97.13,C,2.68,60308
DE,DETP_BB293,,,DEAG_BB293,,53.45,C,39.66,60308
DE,DETP_BB3,,,DEAG_BB3,,68.59,C,28.94,60308
DE,DETP_MV62.43.1 wbu1013,,,DEAG_MV62.43.1 wbu1013,,100,E,0,60308
DE,DETP_MV62.56.1 wbu2512,,,DEAG_MV62.56.1 wbu2512,,100,E,0,60308
DE,DETP_MV62.58.4 wbu938,,,DEAG_MV62.58.4 wbu938,,100,E,0,60308
DE,DETP_MV gid116,,,DEAG_MV gid116,,100,E,0,60308
DE,DETP_MV gid421,,,DEAG_MV gid421,,100,E,0,60308
DE,DETP_MVwbu4261,,,DEAG_MVwbu4261,,100,E,0,60308
DE,DETP_SN729,,,DEAG_SN1000,,99.35,E,0,60308
DE,DETP_SN706,,,DEAG_SN1001,,100,E,0,60308
DE,DETP_SN716,,,DEAG_SN1002,,0.29,E,0,60308
DE,DETP_SN697,,,DEAG_SN1002,,97.13,E,0,60308
DE,DETP_SN692,,,DEAG_SN1003,,100,E,0,60308
DE,DETP_SN707,,,DEAG_SN1004,,99.49,E,0,60308
DE,DETP_SN741,,,DEAG_SN1005,,100,E,0,60308
DE,DETP_SN718,,,DEAG_SN1006,,99.73,E,0,60308
DE,DETP_SN718,,,DEAG_SN1007,,99.98,E,0,60308
DE,DETP_SN718,,,DEAG_SN1008,,99.77,E,0,60308
DE,DETP_SN736,,,DEAG_SN1009,,100,E,0,60308
DE,DETP_SN722,,,DEAG_SN1131,,100,E,0,60308
DE,DETP_SN713,,,DEAG_SN1132,,100,E,0,60308
DE,DETP_SN1005,,,DEAG_SN1133,,100,E,0,60308
DE,DETP_SN729,,,DEAG_SN1135,,98.63,E,0,60308
DE,DETP_SN699,,,DEAG_SN1139,,98.44,E,0,60308
DE,DETP_SN535,,,DEAG_SN1140,,100,E,0,60308
DE,DETP_SN1012,,,DEAG_SN1141,,86.89,E,0,60308
DE,DETP_SN692,,,DEAG_SN1142,,100,E,0,60308
DE,DETP_SN729,,,DEAG_SN1144,,100,E,0,60308
DE,DETP_SN729,,,DEAG_SN1146,,93.63,E,0,60308
DE,DETP_SN1100,,,DEAG_SN1148,,94.79,E,0,60308
DE,DETP_SN722,,,DEAG_SN1149,,98.91,E,0,60308
DE,DETP_SN179,,,DEAG_SN2002,,100,E,0,60308
DE,DETP_SN2053,,,DEAG_SN2003,,96.47,E,0,60308
DE,DETP_SN68,,,DEAG_SN2004,,97,E,0,60308
DE,DETP_SN170,,,DEAG_SN2005,,100,E,0,60308
DE,DETP_SN668,,,DEAG_SN2006,,99.5,E,0,60308
DE,DETP_SN668,,,DEAG_SN2007,,100,E,0,60308
DE,DETP_SN668,,,DEAG_SN2008,,100,E,0,60308
DE,DETP_SN501,,,DEAG_SN2009,,100,E,0,60308
DE,DETP_SN2048,,,DEAG_SN2010,,100,E,0,60308
DE,DETP_SN475,,,DEAG_SN2011,,99.59,E,0,60308
DE,DETP_SN668,,,DEAG_SN2012,,97.78,E,0,60308
DE,DETP_SN525,,,DEAG_SN2013,,100,E,0,60308
DE,DETP_SN2101,,,DEAG_SN2078,,100,E,0,60308
DE,DETP_SN191,,,DEAG_SN2079,,98.2,E,0,60308
DE,DETP_SN2054,,,DEAG_SN2080,,95.57,E,0,60308
DE,DETP_SN191,,,DEAG_SN2081,,96.61,E,0,60308
DE,DETP_SN2053,,,DEAG_SN2082,,94.19,E,0,60308
DE,DETP_SN417,,,DEAG_SN2084,,99.05,E,0,60308
DE,DETP_SN470,,,DEAG_SN2085,,100,E,0,60308
DE,DETP_SN519,,,DEAG_SN2086,,100,E,0,60308
DE,DETP_SN610,,,DEAG_SN2087,,100,E,0,60308
DE,DETP_SN2053,,,DEAG_SN2089,,80.93,E,0,60308
DE,DETP_SN191,,,DEAG_SN2090,,96.77,E,0,60308
DE,DETP_SN668,,,DEAG_SN2091,,100,E,0,60308
DE,DETP_SN668,,,DEAG_SN2094,,100,E,0,60308
DE,DETP_SN662,,,DEAG_SN2095,,100,E,0,60308
DE,DETP_SN32,,,DEAG_SN2097,,99.6,E,0,60308
DE,DETP_SN61,,,DEAG_SN2099,,99.95,E,0,60308
DE,DETP_SN158,,,DEAG_SN2100,,96.39,E,0,60308
DE,DETP_SN2025,,,DEAG_SN2101,,100,E,0,60308
IT,IT09RT1093,,,IT090000000147,,5.39,C,0,60321
IT,IT09RT0159,,,IT090000000148,,100,C,0,60321
IT,IT09RT0014,,,IT090000000149,,94.02,C,0,60321
IT,IT09RT0763,,,IT090000000149,,2.51,C,0,60321
IT,IT09RT0837,,,IT090000000149,,0.76,C,0,60321
IT,IT09RT0921,,,IT090000000149,,0.15,C,0,60321
IT,IT09RT0923,,,IT090000000149,,0.04,C,0,60321
IT,IT09RT1095,,,IT090000000149,,1.67,C,0,60321
IT,IT09RT1096,,,IT090000000149,,0.35,C,0,60321
IT,IT09RT0014,,,IT090000000150,,100,C,0,60321
IT,IT09RT0013,,,IT090000000151,,93.55,C,0,60321
IT,IT09RT1102,,,IT090000000151,,0.4,C,0,60321
IT,IT09RT1103,,,IT090000000151,,4.15,C,0,60321
IT,IT09RT0013,,,IT090000000152,,100,C,0,60321
IT,IT09RT0167,,,IT090000000153,,100,C,0,60321
IT,IT09RT0150,,,IT090000000154,,100,C,0,60321
IT,IT09RT0007,,,IT090000000155,,98.22,C,0,60321
IT,IT09RT1097,,,IT090000000155,,1.18,C,0,60321
IT,IT09RT0022,,,IT090000000157,,82.25,C,0,60321
IT,IT09RT0794,,,IT090000000157,,9.35,C,0,60321
IT,IT09RT0149,,,IT090000000158,,98.31,C,0,60321
IT,IT09RT0897,,,IT090000000158,,1.69,C,0,60321
IT,IT09Q170000003,,,IT090000000159,,0.26,C,0,60321
IT,IT09Q170000004,,,IT090000000159,,0.14,C,0,60321
IT,IT09Q170000005,,,IT090000000159,,0.09,C,0,60321
IT,IT09Q170000006,,,IT090000000159,,0.32,C,0,60321
IT,IT09RT0004,,,IT090000000159,,5.74,C,0,60321
IT,IT09RT0012,,,IT090000000159,,60.63,C,0,60321
IT,IT09RT0025,,,IT090000000159,,0.06,C,0,60321
IT,IT09RT0032,,,IT090000000159,,3.38,C,0,60321
IT,IT09RT0044,,,IT090000000159,,2.3,C,0,60321
IT,IT09RT0046,,,IT090000000159,,0.15,C,0,60321
IT,IT09RT0059,,,IT090000000159,,1,C,0,60321
IT,IT09RT0751,,,IT090000000159,,3.53,C,0,60321
IT,IT09RT0752,,,IT090000000159,,0.19,C,0,60321
IT,IT09RT0754,,,IT090000000159,,0.16,C,0,60321
IT,IT09RT0825,,,IT090000000159,,10.69,C,0,60321
IT,IT09RT0826,,,IT090000000159,,0.22,C,0,60321
IT,IT09RT0828,,,IT090000000159,,0.21,C,0,60321
IT,IT09RT1058,,,IT090000000159,,0.22,C,0,60321
IT,IT09RT1064,,,IT090000000159,,0.03,C,0,60321
IT,IT09RT1106,,,IT090000000159,,0.38,C,0,60321
IT,IT09RT1107,,,IT090000000159,,1.17,C,0,60321
IT,IT09RT1108,,,IT090000000159,,0.1,C,0,60321
IT,IT09RT1109,,,IT090000000159,,0.12,C,0,60321
IT,IT09RT1110,,,IT090000000159,,0.07,C,0,60321
IT,IT09RT1111,,,IT090000000159,,0.13,C,0,60321
IT,IT09RT1112,,,IT090000000159,,0.38,C,0,60321
IT,IT09RT1113,,,IT090000000159,,0.12,C,0,60321
IT,IT09RT1114,,,IT090000000159,,0.12,C,0,60321
IT,IT09RT1115,,,IT090000000159,,0.16,C,0,60321
IT,IT09RT1116,,,IT090000000159,,0.09,C,0,60321
IT,IT09RT1124,,,IT090000000159,,0.06,C,0,60321
IT,IT09RT1125,,,IT090000000159,,0.03,C,0,60321
IT,IT09RT1126,,,IT090000000159,,0.38,C,0,60321
IT,IT09RT1128,,,IT090000000159,,0.03,C,0,60321
IT,IT09RT1129,,,IT090000000159,,0.05,C,0,60321
IT,IT09RT1130,,,IT090000000159,,0.15,C,0,60321
IT,IT09RT0150,,,IT090000000161,,0.13,C,0,60321
IT,IT09RT0165,,,IT090000000161,,0.28,C,0,60321
IT,IT09RT0166,,,IT090000000161,,12.07,C,0,60321
IT,IT09RT0513,,,IT090000000161,,87.32,C,0,60321
IT,IT09RT0166,,,IT090000000162,,1.99,C,0,60321
IT,IT09RT0513,,,IT090000000162,,97.9,C,0,60321
IT,IT09RT0158,,,IT090000000163,,0.95,C,0,60321
IT,IT09RT0162,,,IT090000000163,,99.05,C,0,60321
IT,IT09RT0164,,,IT090000000165,,100,C,0,60321
IT,IT09RT0158,,,IT090000000166,,99.54,C,0,60321
IT,IT09RT0161,,,IT090000000166,,0.16,C,0,60321
IT,IT09RT0162,,,IT090000000166,,0.22,C,0,60321
IT,IT09RT0151,,,IT090000000167,,100,C,0,60321
IT,IT09RT0151,,,IT090000000168,,0.42,C,0,60321
IT,IT09RT0154,,,IT090000000168,,56.19,C,0,60321
IT,IT09RT0155,,,IT090000000168,,21.47,C,0,60321
IT,IT09RT0156,,,IT090000000168,,21.92,C,0,60321
IT,IT09RT0150,,,IT090000000169,,0.8,C,0,60321
IT,IT09RT0160,,,IT090000000169,,47.8,C,0,60321
IT,IT09RT0161,,,IT090000000169,,51.27,C,0,60321
IT,IT09RT0005,,,IT090000000170,,2.35,C,0,60321
IT,IT09RT0016,,,IT090000000170,,39.43,C,0,60321
IT,IT09RT0025,,,IT090000000170,,17.85,C,0,60321
IT,IT09RT0061,,,IT090000000170,,2.47,C,0,60321
IT,IT09RT0097,,,IT090000000170,,22.63,C,0,60321
IT,IT09RT0104,,,IT090000000170,,7.14,C,0,60321
IT,IT09RT0109,,,IT090000000170,,1.04,C,0,60321
IT,IT09RT0124,,,IT090000000170,,5.29,C,0,60321
IT,IT09RT1094,,,IT090000000170,,0.6,C,0,60321
IT,IT09RT0503,,,IT090000000171,,100,E,0,60321
IT,IT09RT0503,,,IT090000000172,,100,E,0,60321
IT,IT09RT0512,,,IT090000000173,,100,E,0,60321
IT,IT09RT0690,,,IT090000000174,,99.87,C,0,60321
IT,IT09RT0512,,,IT090000000175,,100,E,0,60321
IT,IT09RT0533,,,IT090000000176,,100,E,0,60321
IT,IT09RT0529,,,IT090000000177,,100,E,0,60321
IT,IT09RT0645,,,IT090000000178,,64,E,0,60321
IT,IT09RT0690,,,IT090000000178,,29.9,C,0,60321
IT,IT09RT0527,,,IT090000000179,,100,E,0,60321
IT,IT09RT0512,,,IT090000000180,,80,E,0,60321
IT,IT09RT0526,,,IT090000000180,,20,E,0,60321
IT,IT09RT0532,,,IT090000000181,,82.3,E,0,60321
IT,IT09RT0520,,,IT090000000182,,75.2,E,0,60321
IT,IT09RT0521,,,IT090000000182,,13.9,E,0,60321
IT,IT09RT0525,,,IT090000000182,,2.3,E,0,60321
IT,IT09RT0690,,,IT090000000183,,98.3,C,0,60321
IT,IT09RT0507,,,IT090000000184,,30.6,E,0,60321
IT,IT09RT0509,,,IT090000000184,,44.7,E,0,60321
IT,IT09RT0575,,,IT090000000184,,24.7,E,0,60321
IT,IT09RT0674,,,IT090000000185,,58,E,0,60321
IT,IT09RT0675,,,IT090000000185,,39,E,0,60321
IT,IT09RT0995,,,IT090000000185,,1,E,0,60321
IT,IT09RT0502,,,IT090000000186,,94,E,0,60321
IT,IT09RT0142,,,IT090000000187,,12.75,C,0,60321
IT,IT09RT0143,,,IT090000000187,,50.05,C,0,60321
IT,IT09RT0690,,,IT090000000187,,37.2,C,0,60321
IT,IT09RT0535,,,IT090000000188,,93,E,0,60321
IT,IT09RT0691,,,IT090000000189,,96,E,0,60321
IT,IT09RT0511,,,IT090000000190,,80,E,0,60321
IT,IT09RT0512,,,IT090000000190,,20,E,0,60321
IT,IT09RT0511,,,IT090000000191,,77,E,0,60321
IT,IT09RT0517,,,IT090000000191,,23,E,0,60321
IT,IT09RT0517,,,IT090000000192,,50,E,0,60321
IT,IT09RT0518,,,IT090000000192,,50,E,0,60321
IT,IT09RT0749,,,IT090000000193,,97,E,0,60321
IT,IT09RT0550,,,IT09161301000001,,78,C,0,60321
IT,IT09RT0672,,,IT09161301000004,,100,C,0,60321
IT,IT09RT0750,,,IT09Q11000000000,,98.9,C,0,60321
IT,IT09RT1024,,,IT09Q11000000000,,0.28,C,0,60321
IT,IT09RT1027,,,IT09Q11000000000,,0.38,C,0,60321
IT,IT09RT0477,,,IT09Q11000000001,,95,C,0,60321
IT,IT09RT0501,,,IT09Q11000000002,,90,C,0,60321
IT,IT09RT0667,,,IT09Q11000000003,,100,C,0,60321
IT,IT09RT0500,,,IT09Q11000000004,,90,C,0,60321
IT,IT09RT0485,,,IT09Q11000000005,,100,C,0,60321
IT,IT09RT0141,,,IT09Q13000000001,,94.06,C,0,60321
IT,IT09Q190000003,,,IT09Q90000001441,,1.34,C,0,60321
IT,IT09Q190000004,,,IT09Q90000001441,,0.8,C,0,60321
IT,IT09Q190000005,,,IT09Q90000001441,,0.8,C,0,60321
IT,IT09RT0389,,,IT09Q90000001441,,4.02,C,0,60321
IT,IT09RT0390,,,IT09Q90000001441,,2.15,C,0,60321
IT,IT09RT0393,,,IT09Q90000001441,,1.34,C,0,60321
IT,IT09RT0395,,,IT09Q90000001441,,2.15,C,0,60321
IT,IT09RT0488,,,IT09Q90000001441,,83.38,C,0,60321
IT,IT09RT0885,,,IT09Q90000001441,,1.34,C,0,60321
IT,IT09RT0886,,,IT09Q90000001441,,1.34,C,0,60321
IT,IT09RT1084,,,IT09Q90000001441,,1.34,C,0,60321
IT,IT09RT0573,,,IT09Q90000001442,,100,C,0,60321
IT,IT09RT0017,,,IT09Q90000001444,,98.5,C,0,60321
IT,IT09RT0481,,,IT09Q90000001445,,96,C,0,60321
IT,IT09RT0693,,,IT09Q90000001447,,98,C,0,60321
IT,IT09RT0043,,,IT09Q90000001453,,4.2,C,0,60321
IT,IT09RT0066,,,IT09Q90000001453,,21.33,C,0,60321
IT,IT09RT0085,,,IT09Q90000001453,,18.18,C,0,60321
IT,IT09RT0102,,,IT09Q90000001453,,11.52,C,0,60321
IT,IT09RT0110,,,IT09Q90000001453,,2.37,C,0,60321
IT,IT09RT0133,,,IT09Q90000001453,,15.27,C,0,60321
IT,IT09RT0135,,,IT09Q90000001453,,1.81,C,0,60321
IT,IT09RT0924,,,IT09Q90000001453,,22.75,C,0,60321
IT,IT09RT1098,,,IT09Q90000001453,,2.17,C,0,60321
IT,IT09RT0681,,,IT09Q90000001454,,100,C,0,60321
IT,IT09RT0163,,,IT09Q90000001457,,99.3,C,0,60321
IT,IT09RT0686,,,IT09Q90000001461,,87,E,0,60321
IT,IT09RT0996,,,IT09Q90000001461,,6,E,0,60321
IT,IT09RT0997,,,IT09Q90000001461,,2,E,0,60321
IT,IT09RT0998,,,IT09Q90000001461,,5,E,0,60321
IT,IT09RT0034,,,IT09Q90000001464,,99.59,C,0,60321
IT,IT09RT0495,,,IT09Q90000001469,,90,C,0,60321
IT,IT09RT0035,,,IT09Q90000001470,,62.01,C,0,60321
IT,IT09RT0782,,,IT09Q90000001470,,4.15,C,0,60321
IT,IT09RT0783,,,IT09Q90000001470,,8.46,C,0,60321
IT,IT09RT0784,,,IT09Q90000001470,,4.2,C,0,60321
IT,IT09RT0785,,,IT09Q90000001470,,5.18,C,0,60321
IT,IT09RT0786,,,IT09Q90000001470,,2.6,C,0,60321
IT,IT09RT0787,,,IT09Q90000001470,,8.63,C,0,60321
IT,IT09RT0841,,,IT09Q90000001470,,2.97,C,0,60321
IT,IT09RT0036,,,IT09Q90000001472,,64.08,C,0,60321
IT,IT09RT0037,,,IT09Q90000001472,,34.91,C,0,60321
IT,IT09RT0010,,,IT09Q90000001477,,100,C,0,60321
IT,IT09Q170000002,,,IT09Q90000001478,,100,C,0,60321
IT,IT09RT0375,,,IT09Q90000001479,,100,C,0,60321
IT,IT09RT0586,,,IT09Q90000001480,,100,C,0,60321
IT,IT09RT0595,,,IT09Q90000001483,,100,C,0,60321
IT,IT09RT0371,,,IT09Q90000001484,,98,C,0,60321
IT,IT09RT0596,,,IT09Q90000001485,,100,C,0,60321
IT,IT09RT0539,,,IT09Q90000001487,,100,C,0,60321
IT,IT09RT0049,,,IT09Q90000001488,,1.5,C,0,60321
IT,IT09RT0055,,,IT09Q90000001488,,23.33,C,0,60321
IT,IT09RT0057,,,IT09Q90000001488,,3.43,C,0,60321
IT,IT09RT0065,,,IT09Q90000001488,,4.91,C,0,60321
IT,IT09RT0071,,,IT09Q90000001488,,1.02,C,0,60321
IT,IT09RT0079,,,IT09Q90000001488,,1.15,C,0,60321
IT,IT09RT0084,,,IT09Q90000001488,,5.32,C,0,60321
IT,IT09RT0088,,,IT09Q90000001488,,4.86,C,0,60321
IT,IT09RT0091,,,IT09Q90000001488,,1.33,C,0,60321
IT,IT09RT0092,,,IT09Q90000001488,,3.04,C,0,60321
IT,IT09RT0103,,,IT09Q90000001488,,6.16,C,0,60321
IT,IT09RT0107,,,IT09Q90000001488,,0.39,C,0,60321
IT,IT09RT0108,,,IT09Q90000001488,,2.08,C,0,60321
IT,IT09RT0112,,,IT09Q90000001488,,7.77,C,0,60321
IT,IT09RT0113,,,IT09Q90000001488,,1.07,C,0,60321
IT,IT09RT0114,,,IT09Q90000001488,,0.94,C,0,60321
IT,IT09RT0116,,,IT09Q90000001488,,14.26,C,0,60321
IT,IT09RT0120,,,IT09Q90000001488,,1.18,C,0,60321
IT,IT09RT0128,,,IT09Q90000001488,,0.68,C,0,60321
IT,IT09RT0129,,,IT09Q90000001488,,0.94,C,0,60321
IT,IT09RT0131,,,IT09Q90000001488,,0.95,C,0,60321
IT,IT09RT0757,,,IT09Q90000001488,,8,C,0,60321
IT,IT09RT0961,,,IT09Q90000001488,,1.8,C,0,60321
IT,IT09RT1134,,,IT09Q90000001488,,1.22,C,0,60321
IT,IT09RT1135,,,IT09Q90000001488,,0.96,C,0,60321
IT,IT09RT0684,,,IT09Q90000001490,,100,C,0,60321
IT,IT22Q13000000001,,,IT220000000016,,100,E,,60321
IT,IT220000000022,,,IT220000000017,,100,E,,60321
IT,IT220000000047,,,IT220000000018,,97.96,E,,60321
IT,IT220000000023,,,IT220000000019,,100,E,,60321
IT,IT220000000024,,,IT220000000020,,99.77,E,,60321
IT,IT220000000026,,,IT220000000022,,99.88,E,,60321
IT,IT220000000016,,,IT220000000023,,100,E,,60321
IT,IT22Q13000000000,,,IT220000000024,,100,E,,60321
IT,IT220000000027,,,IT220000000025,,100,E,,60321
IT,IT220000000028,,,IT220000000026,,100,E,,60321
IT,IT220000000029,,,IT220000000027,,100,E,,60321
IT,IT220000000031,,,IT220000000028,,100,E,,60321
IT,IT220000000036,,,IT220000000029,,100,E,,60321
IT,IT220000000032,,,IT220000000030,,100,E,,60321
IT,IT220000000033,,,IT220000000031,,99.91,E,,60321
IT,IT220000000034,,,IT220000000043,,100,E,,60321
IT,IT220000000035,,,IT220000000032,,100,E,,60321
IT,IT220000000037,,,IT220000000033,,100,E,,60321
IT,IT220000000038,,,IT220000000034,,100,E,,60321
IT,IT220000000040,,,IT220000000035,,100,E,,60321
IT,IT220000000041,,,IT220000000036,,100,E,,60321
IT,IT220000000042,,,IT220000000037,,100,E,,60321
IT,IT220000000043,,,IT220000000038,,100,E,,60321
IT,IT220000000045,,,IT220000000039,,100,E,,60321
IT,IT220000000046,,,IT220000000057,,100,E,,60321
IT,IT220000000048,,,IT220000000040,,100,E,,60321
IT,IT220000000049,,,IT220000000041,,100,E,,60321
IT,IT220000000050,,,IT220000000042,,100,E,,60321
IT,IT220000000052,,,IT220000000044,,100,E,,60321
IT,IT100000000025,,,IT100000000040,,98.04,C,,60321
IT,IT10Q190000004,,,IT100000000040,,0,C,,60321
IT,IT10Q150000000080,,,IT10Q150000000049,,99.71,C,,60321
IT,IT100000000026,,,IT100000000030,,75.32,C,,60321
IT,IT100000000029,,,IT100000000034,,100,C,,60321
IT,IT100000000031,,,IT100000000041,,99.43,C,,60321
IT,IT100000000032,,,IT100000000022,,9.62,C,,60321
IT,IT100000000033,,,IT100000000022,,10.72,C,,60321
IT,IT100000000034,,,IT100000000022,,79.2,C,,60321
IT,IT100000000035,,,IT100000000003,,98.81,C,,60321
IT,IT100000000036,,,IT100000000043,,99.26,C,,60321
IT,IT100000000044,,,IT100000000021,,99.88,C,,60321
IT,IT100000000046,,,IT100000000032,,98.47,C,,60321
IT,IT100000000047,,,IT100000000009,,98.86,C,,60321
IT,IT100000000048,,,IT100000000006,,98.87,C,,60321
IT,IT100000000049,,,IT100000000007,,99.86,C,,60321
IT,IT100000000050,,,IT100000000012,,40.7,C,,60321
IT,IT100000000052,,,IT100000000012,,11.84,C,,60321
IT,IT100000000053,,,IT100000000012,,23.85,C,,60321
IT,IT10Q150000000081,,,IT10Q150000000048,,99.41,C,,60321
IT,IT100000000055,,,IT100000000012,,22.92,C,,60321
IT,IT10Q150000000081,,,IT100000000012,,0.04,C,,60321
IT,IT10Q150000000081,,,IT10Q190000002,,100,C,,60321
IT,IT10Q190000005,,,IT100000000012,,0,C,,60321
IT,IT100000000057,,,IT100000000023,,37.56,C,,60321
IT,IT100000000058,,,IT100000000023,,62.44,C,,60321
IT,IT100000000059,,,IT10Q150000000046,,98.66,C,,60321
IT,IT10Q190000006,,,IT10Q150000000046,,0,C,,60321
IT,IT100000000060,,,IT100000000016,,91.92,C,,60321
IT,IT100000000061,,,IT100000000016,,7.89,C,,60321
IT,IT100000000062,,,IT100000000030,,24.66,C,,60321
IT,IT100000000063,,,IT100000000002,,99.99,C,,60321
IT,IT100000000068,,,IT100000000025,,8.74,C,,60321
IT,IT100000000069,,,IT100000000025,,90.47,C,,60321
IT,IT100000000071,,,IT100000000018,,43.32,C,,60321
IT,IT100000000072,,,IT100000000018,,27.72,C,,60321
IT,IT100000000073,,,IT100000000018,,7.06,C,,60321
IT,IT100000000074,,,IT100000000018,,17.3,C,,60321
IT,IT100000000076,,,IT100000000018,,3.78,C,,60321
IT,IT100000000078,,,IT100000000036,,100,C,,60321
IT,IT100000000079,,,IT100000000044,,98.21,C,,60321
IT,IT02Q13000000000,,,IT02160635000001,,100,C,,60321
IT,IT02Q90000000592,,,IT02160635000002,,100,C,,60321
IT,IT02Q90000000593,,,IT02160635000003,,100,C,,60321
IT,IT02Q90000000594,,,IT02160635000004,,100,C,,60321
IT,IT02Q13000000001,,,IT02160635000005,,100,C,,60321
IT,IT02Q13000000002,,,IT02160635000006,,100,C,,60321
IT,IT02Q90000000600,,,IT02160635000007,,100,C,,60321
IT,IT02Q13000000003,,,IT02160635000008,,83.72,C,,60321
IT,IT02Q13000000004,,,IT02160635000008,,16.28,C,,60321
IT,IT02Q15000000015,,,IT02160635000009,,100,C,,60321
IT,IT02Q90000000604,,,IT02160635000010,,100,C,,60321
IT,IT02Q13000000005,,,IT02160635000011,,100,C,,60321
IT,IT02Q90000000607,,,IT02160635000012,,100,C,,60321
IT,IT02Q13000000006,,,IT02160635000013,,100,C,,60321
IT,IT02Q13000000007,,,IT02160635000014,,100,C,,60321
IT,IT02Q13000000008,,,IT02160635000015,,100,C,,60321
IT,IT02Q170000001,,,IT02160635000016,,0.47,C,,60321
IT,IT02Q170000004,,,IT02160635000016,,14.01,C,,60321
IT,IT02Q170000005,,,IT02160635000016,,9.24,C,,60321
IT,IT02Q170000006,,,IT02160635000016,,9.24,C,,60321
IT,IT02Q170000007,,,IT02160635000016,,8.87,C,,60321
IT,IT02Q170000009,,,IT02160635000016,,0.27,C,,60321
IT,IT02Q170000010,,,IT02160635000016,,0.23,C,,60321
IT,IT02Q170000023,,,IT02160635000016,,0.84,C,,60321
IT,IT02Q190000001,,,IT02160635000016,,56.83,C,,60321
IT,IT02Q170000024,,,IT02160635000017,,3,C,,60321
IT,IT02Q170000025,,,IT02160635000017,,1,C,,60321
IT,IT02Q170000026,,,IT02160635000017,,5,C,,60321
IT,IT02Q170000027,,,IT02160635000017,,5,C,,60321
IT,IT02Q170000028,,,IT02160635000017,,1,C,,60321
IT,IT02Q170000029,,,IT02160635000017,,2,C,,60321
IT,IT02Q170000030,,,IT02160635000017,,2,C,,60321
IT,IT02Q170000031,,,IT02160635000017,,16,C,,60321
IT,IT02Q170000032,,,IT02160635000017,,6,C,,60321
IT,IT02Q170000033,,,IT02160635000017,,2,C,,60321
IT,IT02Q170000034,,,IT02160635000017,,3,C,,60321
IT,IT02Q170000035,,,IT02160635000017,,15,C,,60321
IT,IT02Q170000036,,,IT02160635000017,,1,C,,60321
IT,IT02Q170000037,,,IT02160635000017,,4,C,,60321
IT,IT02Q170000038,,,IT02160635000017,,3,C,,60321
IT,IT02Q170000039,,,IT02160635000017,,1,C,,60321
IT,IT02Q170000040,,,IT02160635000017,,19,C,,60321
IT,IT02Q170000041,,,IT02160635000017,,9,C,,60321
IT,IT05000000000018,,,IT05000000000011,,90.6,C,,60321
IT,IT05000000000019,,,IT05000000000012,,100,C,,60321
IT,IT05000000000023,,,IT05000000000014,,97.5,C,,60321
